批次号,客户编号,入仓号,包裹类型,总件数,快递号,总重量(kg),总体积重,是否超长,是否付款,实付金额(C$),freight(C$),Duty(C$),GST(C$),附加服务,保险,总金额(C$)
ONO230812-0504_0601_0602_0603,YTWNA,ONO2YTWNA0152305,海运-小额,1,YT7249615072800,9.244,0.04,,,,23.96,0,0,,0,23.96
ONO230812-0504_0601_0602_0603,CXHCC,ONO2CXHCC0122305,海运-小额,1,YT7248320642222,11.354,0.04,,,,23.96,0,0,,0,23.96
ONO230812-0504_0601_0602_0603,QQWXS,ONO2QQWXS0062305,海运-小额,1,4.33234E+14,12.895,0.04,,,,23.96,0,0,,0,23.96
ONO230812-0504_0601_0602_0603,UUXQA,ONO2UUXQA0402305,海运-小额,1,4.33237E+14,6.565,0.04,,,,23.96,0,0,,0,23.96
ONO230812-0504_0601_0602_0603,KNAUR,ONO2KNAUR1052306,海运-小额,1,4.62967E+14,11.295,0.04,,,,23.96,0,0,,0,23.96
ONO230812-0504_0601_0602_0603,CWFFY,ONO2CWFFY0412306,海运-小额,1,YT7284989808420,7.949,0.04,,,,23.96,0,0,,0,23.96
ONO230812-0504_0601_0602_0603,CQBNX,ONO2CQBNX0042306,海运-小额,1,JT0008451131360,30.299,0.05,,,,29.95,0,0,,0,29.95
ONO230812-0504_0601_0602_0603,CPSWF,ONO2CPSWF0082306,海运-小额,1,JT3034149939496,2.88,0.05,,,,29.95,0,0,,0,29.95
ONO230812-0504_0601_0602_0603,QPKWH,ONO2QPKWH0082305,海运-小额,1,DPK300779550659,17.645,0.05,,,,29.95,0,0,,0,29.95
ONO230812-0504_0601_0602_0603,BTWKY,ONO2BTWKY0062306,海运-小额,2,7.60109E+11,4.694,0.05,,,,29.95,0,0,,0,29.95
ONO230812-0504_0601_0602_0603,HTAAY,ONO2HTAAY0692306,海运-小额,1,7.73227E+14,1,0.05,,,,29.95,0,0,,0,29.95
ONO230812-0504_0601_0602_0603,FSKEW,ONO2FSKEW0092306,海运-小额,1,sf1385123057241,1,0.06,,,,35.94,0,0,,0,35.94
ONO230812-0504_0601_0602_0603,QPKWH,ONO2QPKWH0072305,海运-小额,1,1.26887E+12,2.255,0.06,,,,35.94,0,0,,0,35.94
ONO230812-0504_0601_0602_0603,HPUAR,ONO2HPUAR0012305,海运-小额,1,DPK368224278707,7.59,0.06,,,,35.94,0,0,,0,35.94
ONO230812-0504_0601_0602_0603,XQCBE,ONO2XQCBE0172306,海运-小额,1,YT7278255583969,13,0.07,,,,41.93,0,0,,0,41.93
ONO230812-0504_0601_0602_0603,AEWZC,ONO2AEWZC0012306,海运-小额,1,sf1456914080229,1,0.07,,,,41.93,0,0,,0,41.93
ONO230812-0504_0601_0602_0603,RWCWU,ONO2RWCWU0052305,海运-小额,1,kh14991647534,1,0.07,,,,41.93,0,0,,0,41.93
ONO230812-0504_0601_0602_0603,CSAPW,ONO2CSAPW0122306,海运-小额,1,DPK300799610975,1,0.07,,,,41.93,0,0,,0,41.93
ONO230812-0504_0601_0602_0603,BTTBX,ONO2BTTBX0042306,海运-小额,1,JDAZ08333174691-1-1-,6.875,0.07,,,,41.93,0,0,,0,41.93
ONO230812-0504_0601_0602_0603,SEWHR,ONO2SEWHR0042306,海运-小额,1,7.41003E+13,2.964,0.07,,,,41.93,0,0,,0,41.93
ONO230812-0504_0601_0602_0603,WSYZB,ONO2WSYZB0032306,海运-小额,1,7.73225E+14,9.545,0.07,,,,41.93,0,0,,0,41.93
ONO230812-0504_0601_0602_0603,FTZBE,ONO2FTZBE0102306,海运-小额,1,sf1614974253034,1,0.08,,,,47.92,0,0,,0,47.92
ONO230812-0504_0601_0602_0603,ZNSEW,ONO2ZNSEW0012306,海运-小额,1,SF1417018049939,12.255,0.08,,,,47.92,0,0,,6,53.92
ONO230812-0504_0601_0602_0603,PBTEX,ONO2PBTEX0112306,海运-小额,2,7.86947E+13,1,0.09,,,,53.91,0,0,,0,53.91
ONO230812-0504_0601_0602_0603,CSAPW,ONO2CSAPW0092306,海运-小额,1,4.33266E+14,5.53,0.09,,,,53.91,0,0,,0,53.91
ONO230812-0504_0601_0602_0603,WYNAZ,ONO2WYNAZ0042306,海运-小额,1,7.73225E+14,10,0.09,,,,53.91,0,0,,0,53.91
ONO230812-0504_0601_0602_0603,QXHUX,ONO2QXHUX0012306,海运-小额,1,7.86926E+13,1,0.09,,,,53.91,0,0,,0,53.91
ONO230812-0504_0601_0602_0603,YSFAP,ONO2YSFAP0572306,海运-小额,1,7.41003E+13,1,0.1,,,,59.9,0,0,,0,59.9
ONO230812-0504_0601_0602_0603,CUFPQ,ONO2CUFPQ0152306,海运-小额,1,s60603828609,1,0.1,,,,59.9,0,0,,0,59.9
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0342306,海运-小额,2,dpk364199737373,2,0.1,,,,59.9,0,0,,0,59.9
ONO230812-0504_0601_0602_0603,XAWTF,ONO2XAWTF0432306,海运-小额,2,SF1692714452345,2,0.1,,,,59.9,0,0,,0,59.9
ONO230812-0504_0601_0602_0603,BEFEN,ONO2BEFEN0012304,海运-小额,1,1.2803E+12,1,0.11,,,,65.89,0,0,,0,65.89
ONO230812-0504_0601_0602_0603,YTPSB,ONO2YTPSB0122305,海运-小额,1,7.90218E+11,1,0.11,,,,65.89,0,0,,0,65.89
ONO230812-0504_0601_0602_0603,WUWRK,ONO2WUWRK0012306,海运-小额,1,sf1509174176261,1,0.12,,,,71.88,0,0,,0,71.88
ONO230812-0504_0601_0602_0603,FQPAH,ONO2FQPAH0082306,海运-小额,1,7.72021E+14,9.085,0.12,,,,71.88,0,0,,0,71.88
ONO230812-0504_0601_0602_0603,WUWRK,ONO2WUWRK0022306,海运-小额,1,sf1509174176252,1,0.12,,,,71.88,0,0,,0,71.88
ONO230812-0504_0601_0602_0603,PBTEX,ONO2PBTEX0122306,海运-小额,1,7.86947E+13,1,0.13,,,,77.87,0,0,,0,77.87
ONO230812-0504_0601_0602_0603,UUXQA,ONO2UUXQA0412305,海运-小额,1,7.73223E+14,1,0.14,,,,83.86,0,0,,0,83.86
ONO230812-0504_0601_0602_0603,XQCBE,ONO2XQCBE0182306,海运-小额,1,yt7274493114853,1,0.15,,,,89.85,0,0,,0,89.85
ONO230812-0504_0601_0602_0603,XQCBE,ONO2XQCBE0192306,海运-小额,1,s65276079402001,1,0.17,,,,101.83,0,0,,0,101.83
ONO230812-0504_0601_0602_0603,CSAPW,ONO2CSAPW0082306,海运-小额,2,dpk300792998355,1,0.18,,,,107.82,0,0,,0,107.82
ONO230812-0504_0601_0602_0603,AQXYP,ONO2AQXYP0012305,海运-小额,1,dpk300780141158,1,0.18,,,,107.82,0,0,,0,107.82
ONO230812-0504_0601_0602_0603,NBZCN,ONO2NBZCN0022306,海运-小额,1,7.35032E+13,1,0.19,,,,113.81,0,0,,0,113.81
ONO230812-0504_0601_0602_0603,NBZCN,ONO2NBZCN0012306,海运-小额,1,7.35031E+13,1,0.19,,,,113.81,0,0,,0,113.81
ONO230812-0504_0601_0602_0603,HTAAY,ONO2HTAAY0682306,海运-小额,1,dpk300794256008,1,0.2,,,,119.8,0,0,,3,122.8
ONO230812-0504_0601_0602_0603,CUFPQ,ONO2CUFPQ0142306,海运-小额,1,yt7270720008409,1,0.2,,,,119.8,0,0,,0,119.8
ONO230812-0504_0601_0602_0603,TYFZT,ONO2TYFZT0112306,海运-小额,2,dpk331333442217,2,0.21,,,,125.79,0,0,,0,125.79
ONO230812-0504_0601_0602_0603,PZRPF,ONO2PZRPF0042305,海运-小额,1,dpk300783342544,1,0.22,,,,131.78,0,0,,0,131.78
ONO230812-0504_0601_0602_0603,CXHCC,ONO2CXHCC0132305,海运-小额,5,dpk202176067294,4,0.24,,,,143.76,0,0,,0,143.76
ONO230812-0504_0601_0602_0603,CUFPQ,ONO2CUFPQ0162306,海运-小额,1,sf1439972556082,1,0.27,,,,161.73,0,0,,0,161.73
ONO230812-0504_0601_0602_0603,WYNAZ,ONO2WYNAZ0032306,海运-小额,5,DPK381039790945,2,0.27,,,,161.73,0,0,,0,161.73
ONO230812-0504_0601_0602_0603,RXBUN,ONO2RXBUN0572305,海运-小额,1,DPK364185101074,1,0.33,,,,197.67,0,0,,0,197.67
ONO230812-0504_0601_0602_0603,KNAUR,ONO2KNAUR1062306,海运-小额,3,5.001E+11,3,0.33,,,,197.67,0,0,,0,197.67
ONO230812-0504_0601_0602_0603,PNHQY,ONO2PNHQY0022306,海运-小额,1,S60606775375001,1,0.41,,,,245.59,0,0,,3,248.59
ONO230812-0504_0601_0602_0603,BTWKY,ONO2BTWKY0012306,海运-小额,2,1.0698E+14,2,0.47,,,,281.53,0,0,,6,287.53
,,,,,,,,,,,,,,,,5738.97
