批次号,客户编号,入仓号,包裹类型,总件数,快递号,总重量(kg),总体积重,是否超长,是否付款,实付金额(C$),freight(C$),Duty(C$),GST(C$),附加服务,保险,总金额(C$)
ONO230701-0605-0604,CQBNX,ONO2CQBNX0112306,海运-小额,1,YT7317745101719,11.045,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CQBNX,ONO2CQBNX0102306,海运-小额,1,YT7317741956813,7.36,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CQBNX,ONO2CQBNX0132306,海运-小额,1,YT7317736696400,10.654,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CSAPW,ONO2CSAPW0132306,海运-小额,1,4.33287E+14,8.425,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CUFPQ,ONO2CUFPQ0222306,海运-小额,1,9.87155E+12,4.304,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CUFPQ,ONO2CUFPQ0172306,海运-小额,1,SF1439950913523,1.25,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CXRNX,ONO2CXRNX0542306,海运-小额,1,7.86999E+13,3.13,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CXRNX,ONO2CXRNX0472306,海运-小额,1,1.20627E+12,2.355,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,KYFNZ,ONO2KYFNZ0102306,海运-小额,1,7.86969E+13,5.074,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,QTCYB,ONO2QTCYB0062306,海运-小额,1,7.86978E+13,1.855,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,SZEQZ,ONO2SZEQZ0032306,海运-小额,1,7.72021E+14,1,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,UHCSQ,ONO2UHCSQ0412306,海运-小额,1,7.86985E+13,2.384,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,WYNAZ,ONO2WYNAZ0052306,海运-小额,1,3.12215E+14,5.545,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,XAWTF,ONO2XAWTF0482306,海运-小额,1,JD0108883584518-1-1-,5.585,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,XAWTF,ONO2XAWTF0492306,海运-小额,1,JD0108702674116-1-1-,4.824,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,XAWTF,ONO2XAWTF0472306,海运-小额,1,JD0108705472341-1-1-,4.815,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,XAWTF,ONO2XAWTF0462306,海运-小额,1,JD0108813829802-1-1-,6.32,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,YTPSB,ONO2YTPSB0142306,海运-小额,1,YT7303541936454,1,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,YTPSB,ONO2YTPSB0132306,海运-小额,1,YT7303541137291,1,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CXRNX,ONO2CXRNX0492306,海运-小额,1,JT3036425476564,1.909,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,PFHXU,ONO2PFHXU0492306,海运-小额,1,DPK202187085491,8.75,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,QENBF,ONO2QENBF0102306,海运-小额,1,7.86962E+13,3.605,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,QENBF,ONO2QENBF0092306,海运-小额,1,7.86962E+13,4.244,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,QENBF,ONO2QENBF0082306,海运-小额,1,7.86962E+13,1.674,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,TYFZT,ONO2TYFZT0172306,海运-小额,1,DPK364206517312,1,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,YSFAP,ONO2YSFAP0602306,海运-小额,1,SF1698049898862,5.059,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,YSFAP,ONO2YSFAP0592306,海运-小额,1,SF1604065832918,5.005,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,YSFAP,ONO2YSFAP0582306,海运-小额,1,SF1611793033165,1.855,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,YTPSB,ONO2YTPSB0162306,海运-小额,1,DPK364207364076,1,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,BPAQH,ONO2BPAQH0022306,海运-小额,1,dpk300797525902,1,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,BTWKY,ONO2BTWKY0082306,海运-小额,1,4.33289E+14,1,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,BUPFE,ONO2BUPFE0242306,海运-小额,1,JD0109067264412,12.734,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,BUPFE,ONO2BUPFE0202306,海运-小额,1,YT7309480938594,3.19,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,CXRNX,ONO2CXRNX0482306,海运-小额,1,JT3036428657144,2.43,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,FQUWT,ONO2FQUWT0042306,海运-小额,1,JD0109799026860,4.98,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,KFTPH,ONO2KFTPH0112306,海运-小额,1,7.86973E+13,4.195,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,QAUAC,ONO2QAUAC0022306,海运-小额,1,7.73228E+14,2.075,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,BUPFE,ONO2BUPFE0252306,海运-小额,1,JD0109067264412,22.274,0.05,,,,29.95,0,0,,0,29.95
ONO230701-0605-0604,BUPFE,ONO2BUPFE0182306,海运-小额,1,SF1650264667939,6.014,0.05,,,,29.95,0,0,,0,29.95
ONO230701-0605-0604,KYFNZ,ONO2KYFNZ0092306,海运-小额,1,YT7306717861016,7.025,0.05,,,,29.95,0,0,,0,29.95
ONO230701-0605-0604,SZEQZ,ONO2SZEQZ0022306,海运-小额,1,7.72021E+14,1,0.06,,,,35.94,0,0,,0,35.94
ONO230701-0605-0604,TXFFZ,ONO2TXFFZ0152306,海运-小额,1,DPK331343324569,1,0.06,,,,35.94,0,0,,0,35.94
ONO230701-0605-0604,BPAQH,ONO2BPAQH0032306,海运-小额,1,dpk300797533698,1,0.08,,,,47.92,0,0,,0,47.92
ONO230701-0605-0604,CXRNX,ONO2CXRNX0502306,海运-小额,1,JT3036410427342,19.61,0.08,,,,47.92,0,0,,0,47.92
ONO230701-0605-0604,SNSYN,ONO2SNSYN0032306,海运-小额,1,7.86984E+13,1,0.08,,,,47.92,0,0,,0,47.92
ONO230701-0605-0604,WAZQA,ONO2WAZQA0042306,海运-小额,1,YT2501850263584,17.6,0.09,,,,53.91,0,0,,0,53.91
ONO230701-0605-0604,YTPSB,ONO2YTPSB0172306,海运-小额,1,DPK364206099794,1,0.09,是,,,53.91,0,0,,0,103.91
ONO230701-0605-0604,YTPSB,ONO2YTPSB0152306,海运-小额,1,4.33283E+14,1,0.09,,,,53.91,0,0,,3,56.91
ONO230701-0605-0604,PFHXU,ONO2PFHXU0452306,海运-小额,1,DPK202184089416,1,0.11,,,,65.89,0,0,,0,65.89
ONO230701-0605-0604,QAYPU,ONO2QAYPU0012306,海运-小额,2,JD0109800205604,1,0.11,,,,65.89,0,0,,3,68.89
ONO230701-0605-0604,TYFZT,ONO2TYFZT0162306,海运-小额,1,7.86967E+13,1,0.11,,,,65.89,0,0,,0,65.89
ONO230701-0605-0604,TYFZT,ONO2TYFZT0152306,海运-小额,1,7.86967E+13,1,0.11,,,,65.89,0,0,,0,65.89
ONO230701-0605-0604,PBRQP,ONO2PBRQP0062306,海运-小额,1,DPK300803402211,1,0.14,,,,83.86,0,0,,3,86.86
ONO230701-0605-0604,ZNZQK,ONO2ZNZQK0022306,海运-小额,1,YT307621114637,1,0.15,,,,89.85,0,0,,0,89.85
ONO230701-0605-0604,BTWKY,ONO2BTWKY0092306,海运-小额,1,DPK300799905863,1,0.16,,,,95.84,0,0,,0,95.84
ONO230701-0605-0604,BTWKY,ONO2BTWKY0102306,海运-小额,1,SF1505006855587,1,0.21,,,,125.79,0,0,,3,128.79
ONO230701-0605-0604,KRWRZ,ONO2KRWRZ0262306,海运-小额,2,DPK300809269101,1,0.21,,,,125.79,0,0,,0,125.79
ONO230701-0605-0604,BUPFE,ONO2BUPFE0192306,海运-小额,1,SF1692064494461,1,0.23,,,,137.77,0,0,,12,149.77
ONO230701-0605-0604,CSAPW,ONO2CSAPW0152306,海运-小额,6,4.3329E+14,1,0.24,,,,143.76,0,0,,0,143.76
,,,,,,,,,,,,,,,,4585.18
