批次号,客户编号,入仓号,包裹类型,总件数,快递号,总重量(kg),总体积重,是否超长,是否付款,实付金额(C$),freight(C$),Duty(C$),GST(C$),附加服务,保险,总金额(C$)
ONO230801-0804,SXTSR,ONO2SXTSR0052308,海运-小额,1,JT3042578409808,1,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,XPUCF,ONO2XPUCF0082308,海运-小额,1,7.87E+13,2.65,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,ZNZQK,ONO2ZNZQK0062307,海运-小额,1,DPK300827292338,1,0.05,,,,29.95,0,0,,0,29.95
ONO230801-0804,CUFPQ,ONO2CUFPQ0292307,海运-小额,1,7.87E+13,1,0.05,,,,29.95,0,0,,0,29.95
ONO230801-0804,XWWYY,ONO2XWWYY0062307,海运-小额,1,7.35E+13,15.359,0.05,,,,29.95,0,0,,0,29.95
ONO230801-0804,EUBZN,ONO2EUBZN0142307,海运-小额,1,7.87E+13,6.744,0.05,,,,29.95,0,0,,0,29.95
ONO230801-0804,NAKWB,ONO2NAKWB0232308,海运-小额,1,SF1444167058151,3.799,0.05,,,,29.95,,,,0,29.95
ONO230801-0804,WUUWH,ONO2WUUWH0262308,海运-小额,1,9.87E+12,3.059,0.05,,,,29.95,0,0,,0,29.95
ONO230801-0804,ZNZQK,ONO2ZNZQK0092307,海运-小额,1,YT7405015693416,1,0.05,,,,29.95,0,0,,0,29.95
ONO230801-0804,RXBUN,ONO2RXBUN0642308,海运-小额,1,DPK381044077826,1,0.05,,,,29.95,0,0,,0,29.95
ONO230801-0804,USYSW,ONO2USYSW0312308,海运-小额,1,701570,0.474,0.05,,,,29.95,0,0,,0,29.95
ONO230801-0804,CUFPQ,ONO2CUFPQ0322308,海运-小额,1,4.28E+14,4.25,0.05,,,,29.95,0,0,,0,29.95
ONO230801-0804,FQPAH,ONO2FQPAH0092307,海运-小额,1,7.72E+14,11.725,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,BHFQC,ONO2BHFQC0092307,海运-小额,1,SF1619086956103,6.554,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,QCCNQ,ONO2QCCNQ0202307,海运-小额,1,8.00E+11,1,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,HTAAY,ONO2HTAAY0712308,海运-小额,1,YT7407978924664,1,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,UHCSQ,ONO2UHCSQ0442307,海运-小额,1,4.33E+14,2.799,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,RXBUN,ONO2RXBUN0632308,海运-小额,1,DPK364220487328,1,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,YTWNA,ONO2YTWNA0172308,海运-小额,1,YT7408361659653,16.37,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,BTTBX,ONO2BTTBX0322308,海运-小额,1,7.87E+13,3.869,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,BTTBX,ONO2BTTBX0312308,海运-小额,1,7.87E+13,4.085,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,YSFAP,ONO2YSFAP0692308,海运-小额,1,4.33E+14,1,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,NXFWB,ONO2NXFWB0012308,海运-小额,1,7.73E+14,7.565,0.06,,,,35.94,0,0,,3,38.94
ONO230801-0804,YEKTE,ONO2YEKTE0212308,海运-小额,1,7.73E+14,1,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,TYFZT,ONO2TYFZT0202308,海运-小额,1,4.33E+14,1,0.06,,,,35.94,0,0,,0,35.94
ONO230801-0804,WUUWH,ONO2WUUWH0272308,海运-小额,1,9.87E+12,4.085,0.07,,,,41.93,0,0,,0,41.93
ONO230801-0804,TYFZT,ONO2TYFZT0192308,海运-小额,1,4.33E+14,1,0.07,,,,41.93,0,0,,0,41.93
ONO230801-0804,SQHYC,ONO2SQHYC0552308,海运-小额,3,JDKA00502655357,3,0.07,,,,41.93,0,0,,0,41.93
ONO230801-0804,TYFZT,ONO2TYFZT0212308,海运-小额,1,DPK300842832564,1,0.07,,,,41.93,0,0,,0,41.93
ONO230801-0804,ZNZQK,ONO2ZNZQK0112307,海运-小额,1,4.33E+14,6.53,0.08,,,,47.92,0,0,,0,47.92
ONO230801-0804,FSKEC,ONO2FSKEC0022308,海运-小额,1,SF1519394648738,16.78,0.08,,,,47.92,0,0,,0,47.92
ONO230801-0804,FQPAH,ONO2FQPAH0102308,海运-小额,1,7.72E+14,20.59,0.08,,,,47.92,0,0,,0,47.92
ONO230801-0804,QRSRX,ONO2QRSRX0012308,海运-小额,1,DPK202202515361,1,0.08,,,,47.92,0,0,,6,53.92
ONO230801-0804,QCCNQ,ONO2QCCNQ0212308,海运-小额,1,DPK300842908581,6.414,0.08,,,,47.92,0,0,,0,47.92
ONO230801-0804,XWWYY,ONO2XWWYY0052307,海运-小额,1,DPK300823335808,1,0.09,,,,53.91,0,0,,0,53.91
ONO230801-0804,HABBR,ONO2HABBR0092307,海运-小额,1,JDX017512564999,11.47,0.09,,,,53.91,0,0,,0,53.91
ONO230801-0804,TQTHZ,ONO2TQTHZ0252308,海运-小额,1,7.87E+13,1,0.11,,,,65.89,0,0,,0,65.89
ONO230801-0804,KRWSY,ONO2KRWSY0022308,海运-小额,2,JDKA00502889724,2,0.12,,,,71.88,0,0,,15,86.88
ONO230801-0804,ZNZQK,ONO2ZNZQK0122308,海运-小额,1,2.02E+11,1,0.13,,,,77.87,0,0,,0,77.87
ONO230801-0804,XTSYF,ONO2XTSYF0012308,海运-小额,1,3.01E+11,1,0.15,,,,89.85,0,0,,12,101.85
ONO230801-0804,HHRQF,ONO2HHRQF0222308,海运-小额,1,7.87E+13,15.01,0.16,,,,95.84,0,0,,0,95.84
ONO230801-0804,HEEEP,ONO2HEEEP0362308,海运-小额,2,DPK202200211333,1,0.17,,,,101.83,0,0,,0,101.83
ONO230801-0804,BUXQY,ONO2BUXQY0112308,海运-小额,1,DPK280004045645,1,0.18,,,,107.82,0,0,,0,107.82
ONO230801-0804,WUWRK,ONO2WUWRK0072308,海运-小额,1,SF1693759219766,1,0.22,,,,131.78,0,0,,0,131.78
ONO230801-0804,BPTSQ,ONO2BPTSQ0222307,海运-小额,1,SF1383126326966,1,0.23,,,,137.77,0,0,,0,137.77
ONO230801-0804,BQSQU,ONO2BQSQU0072308,海运-小额,4,3.01E+11,4,0.23,,,,137.77,0,0,,0,137.77
ONO230801-0804,WUWRK,ONO2WUWRK0082308,海运-小额,2,7.90E+14,2,0.25,,,,149.75,0,0,,0,149.75
ONO230801-0804,PNHQY,ONO2PNHQY0032308,海运-小额,6,KY900255150,6,0.28,,,,167.72,0,0,,0,167.72
ONO230801-0804,QPHFS,ONO2QPHFS0012308,海运-小额,7,DPL140018912945,3,0.94,,,,563.06,0,0,,3,566.06
ONO230801-0804,BUXQY,ONO2BUXQY0122308,海运-小额,8,DPL111100464818,8,2.17,,,,1299.83,0,0,,3,1302.83
